field_1,well_id,Alkalinity,Alkalinity_Total,ANC,As,Ba,Be,Bicarbonate,Br-,Ca,Carbonate,Cd,Cl,Cl-,CO2,Conductivity,Cr,Cyanide,DO,ElectricalConductivity,"Gross alpha, 2-sigma combined uncertainty",GrossAlpha,GrossAlpha_U_Nat,GrossBeta,GrossBeta_Cs137,GrossBeta_Sr_Y90,Hardness,Hardness_Total,Hg,HydrogenIon,Hydroxide,K,Mg,Mn,Na,Na_AdsorptionRatio,Na_FractionCations,Na_K,Nitrate,Nitrate_Nitrite,NO2-,NO3-,Noncarbonate_Hardness,ORP,Pb,Ra_226,"Ra_226, 2-sigma combined uncertainty",Ra_228,"Ra_228, 2-sigma combined uncertainty",Ra_Total,Sb,Se,SpecificConductance,Temperature,Tl,Turbidity,U
1890,8318,,,1660,,,,1880,,4.8,69,,,29,8.1,,,,,,,,,,,,13,,,,,4,0.1,0,1000,120,99,,0.1,,,,,,,,,,,,,,3690,,,,
1891,8319,,,793,1,,,859,,2.1,53,,,89,3.9,,,,,,,,,,,,8,,0.5,,,2.5,0.7,100,670,100,99,,,0.58,,,,,,0.05,,,,,,1,2610,,,4,0.05
1892,8320,210,,213,1,100,10,239,,7.335,11,1,,79,1.1,,3,,3.7,,,,,,,,23.65,,0.1,,,2.525,1.185,20,660.5,59.9,98,,0.177,0.04,,,,,1,,,,,,0.36,1,2900,,0.24,0.4,28
1893,8321,,,440,1,,,537,,93,0,,,15,22,,,,,,,,,,,,330,,0.5,3.00E-05,,6.3,23,60,190,4.6,55,,,0.57,,,,,,0.07,,,,,,4,1350,,,1,9.8
1894,8323,734,,,0.2,55.1,0.02,816,,1.13,38.8,0.06,,37.1,2.2,,1,,2.65,,,,,,,,3.65,,,,,1.29,0.175,4.91,456,105,99,,0.177,0.04,,,,,0.57,,,,,,0.2,0.1,1845,,0.08,,
1895,8324,,,1690,1,,,1240,,2.8,404,,,390,8.3,,,,,,,,,,,,16,,0.5,,,7.1,2.1,,1000,110,99,,,0.01,,,,,200,,,,,,,1,,,,,
1896,8325,,,421,1,,,513,,6.4,0,,,910,2.1,,,,,,,,,,,,35,,0.5,,,3.7,4.6,,740,55,98,,,0.07,,,,,200,,,,,,,1,3590,,,,
1897,8326,,,1300,,,,1360,,6,110,,,190,8,,,,,,,,,,,,20,,,,,0,1.2,,1000,97,99,,1.1,,,,,,,,,,,,,,4000,,,,
1898,8327,,,568,,,,620,,2.4,36,,,47,1.8,,,,,,,,,,,,8,,,,,,0.5,,,,,440,0.1,,,,,,,,,,,,,,1750,,,,
1899,8328,,,303,,,,370,,37.5,0,,,10.5,5.9,,,,,,,,,,,,135,,,1.00E-05,,1.05,11,,215,8.05,77.5,,8.1,,,,,,,,,,,,,,1150,,,,
1900,8329,,,312,,,,380,,29,0,,,10,7.7,,,,,,,,,,,,110,,,1.00E-05,,,10,,,,,220,5.1,,,,,,,,,,,,,,1130,,,,
1901,8330,290,,262,3.9,140,0.06,353,,51.5,,0.04,,14.4,15,,0.8,,5.6,,,,,,,,198,,0.01,3.00E-05,,2.67,16.6,606,308,9.42,77,,2.49,0.57,,,,,0.401,,,,,,0.334,37.8,1625,,0.04,3.35,
1902,8331,1650,,1640,2,10000,10,2000,,8.05,0,1,,935,23.5,,10,,3.2,,,,,,,,35.75,,0.2,,,6.235,1.7,10,1405,128.1,98.5,,0.443,0.1,,,,,5,,,,,,1.2,1,5790,,0.8,0.4,
1903,8333,,,0,,,,0,,480,,,,260,0,,,,,,,,,,,,1700,,,0.12689,,6.8,110,20000,3300,35,81,,,0.01,,,,,,,,,,,,,14200,,,,
1904,8334,,,409,,,,499,,8.2,0,,,59,3.2,,,,,,,,,,,,47,,,,,3.3,6.4,20,730,46,97,,,0,,,,,,,,,,,,,3220,,,,
1905,8335,,,227,,,,258,,7.7,9,,,76,1.4,,,,,,,,,,,,24,,,,,2.3,1.2,40,670,59,98,,,0.08,,,,,,,,,,,,,2960,,,,
1906,8336,,,676,,,,710,,4.2,56,,,58,2.6,,,,,,,,,,,,10,,,,,3,0,,550,74,99,,0.2,,,,,,,,,,,,,,2260,,,,
1907,8337,,,190,1,100,,232,,71,0,,,550,6.6,,20,,,,,,,,,,240,,0.1,2.00E-05,,22,14,100,3600,100,97,,,0.01,,,,,,0.5,,,,,,1,11400,,,,0.08
1908,8338,,,254,,,,310,,35.5,0,,,11.85,3.9,,,,,,,,,,,,130,,,1.00E-05,,4.5,42.5,,215,6.4,64.5,,0.2,,,,,,,,,,,,,,1119.5,,,,
1909,8339,,,303,,,,370,,24,0,,,7,7.5,,,,,,,,,,,,94,,,1.00E-05,,,8.3,,,,,200,0.2,,,,,,,,,,,,,,986,,,,
1910,8340,,,243,,,,296,,23,0,,,7,6,,,,,,,,,,,,98,,,1.00E-05,,,10,,,,,120,1.2,,,,,,,,,,,,,,665,,,,
1911,8342,,,470,,,,570,,70,0,,,810,4.6,,,,,,,,,,,,210,,,1.00E-05,,15,8.3,,2800,84,96,,,0.04,,,,,,,,,,,,,10000,,,,
1912,8343,,,270.5,,,,330,,69.5,0,,,11,4.65,,,,,,,,,,,,260,,,1.00E-05,,0.95,21,,310,8.1,72,,0.1,,,,,,,,,,,,,,1745,,,,
1913,8344,474,,458,2.7,13.4,0.92,578,,375,,0.16,,60.8,24,,0.8,,4.1,,,,,,,,1760,,0.01,2.00E-05,,3.59,200,3180,1910,19.9,70,,0.266,0.06,,,,,0.32,,,,,,0.8,8.7,9065,,0.16,7.2,
1914,8345,,,317,7,600,10,385,,21,0,,,6.2,6.45,,,,,,,,,,,,61,,10,,,1.8,2.1,1800,190,11,88,190,0,0.2,,,0,,,0.08,,,,,,2,950,,,,
1915,8346,,,281,,,,330,,20,6,,,7,2.2,,,,,,,,,,,,60,,,,,2,2.4,,190,11,87,,1.8,,,,,,,,,,,,,,930,,,,
1916,8347,,,258,,,,315,,17,0,,,5.8,6.3,,,,,,,,,,,,50,,0.5,1.00E-05,,1.2,1.8,,170,10,88,,,0.15,,,,,,,,,,,,1,840,,,5,
1917,8348,,,255,,,,295,,,16.5,,,42.5,1.9,,,,,,,,,,,,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,2001.5,,,,
1918,8349,,,276,1,,,318,,21,9,,,6,8.5,,,,,,,,,,,,62,,0.5,2.00E-05,,1.2,2.2,,180,10,86,,,7.8,,,,,,,,,,,,7,820,,,,
1919,8350,,,320,,,,390,,82,0,,,16,7.9,,,,,,,,,,,,260,,0.5,1.00E-05,,4.4,14,,390,10,76,,,0.3,,,,,200,,,,,,,1,2200,,,1,
1920,8351,,,302,,,,368,,15,0,,,6,7.4,,,,,,,,,,,,41,,0.5,1.00E-05,,3.6,0.9,,200,14,90,,,1.8,,,,,,,,,,,,3,950,,,,
1921,8353,,,344,18,2000,,418,,32,0,,,9.2,11,,,,0.6,,,,,,,,93,,1.3,2.00E-05,,3.3,2.3,5400,250,12,86,260,,0.68,,,,,,,,,,,,3,1280,,,,
1922,8354,,,443,,,,540,,130,0,,,7.1,3.4,,,,,,,,,,,,350,,,,,3,4.3,,210,4.9,57,,0.4,,,,,,,,,,,,,,1480,,,,
1923,8355,,,328,,,,400,,14,0,,,9.2,5.1,,,,,,,,,,,,44,,,1.00E-05,,4,2.2,,220,14,91,,,0.19,,,,,,,,,,,,,1000,,,,
1924,8356,,,297,,,,340,,24,11,,,11,1.8,,,,,,,,,,,,75,,,,,2,3.7,,340,17,90,,3.7,,,,,,,,,,,,,,1600,,,,
1925,8357,,,285.5,2,1000,,330,,17,,20,,8.6,29,,20,,,,,,,,,,53,,0.1,3.00E-05,,2.1,2.4,2800,210,13,89,,,,,,,,,0.05,,,,,,1,990,,,,0.6
1926,8358,,,320,8,100,1,390,,37,0,,,5.6,20,,,,3.85,,,,,,,,110,,0,2.00E-05,,3.9,5.1,1600,160,6.5,75,,,0,,,,,,0.2,,,,,,1,882,,,,0.68
1927,8359,,,287,3,,1,352,,32.5,0,1,,9.65,10.85,,0,,2.2,,,,,,,,95.5,,20,2.00E-05,,7,3.55,1200,180,8,79,,,0.12,,,,,0,0.32,,,,,,0,1020,,,,0.79
